County Name,State Name,State Geography ID,Sector,Year,Geography ID,Source,Consumption MMBtu,Expenditure US Dollars
Ventura,California,G06,commercial,2022,G0601110,ng,5606082.630426313,46278449.77595782
Yolo,California,G06,commercial,2022,G0601130,ng,1470868.775857028,11760580.70077358
Fresno,California,G06,residential,2022,G0600190,elec,7802055.404566523,442555206.201531
Mono,California,G06,residential,2022,G0600510,elec,110949.11967426095,5353079.221625349
Ventura,California,G06,residential,2022,G0601110,elec,5817573.781040908,263105772.8448887
Yolo,California,G06,residential,2022,G0601130,elec,1456900.8570387566,82034983.75358312
Ventura,California,G06,industrial,2022,G0601110,elec,5135518.968123213,166384688.59507233
Yolo,California,G06,industrial,2022,G0601130,elec,757097.9889501621,24529071.7275772
Fresno,California,G06,industrial,2022,G0600190,elec,4659505.714375712,150962426.99239546
Mono,California,G06,industrial,2022,G0600510,elec,70528.37375294032,2285035.1788863763
Mono,California,G06,residential,2022,G0600510,ng,134014.5009732935,1629426.2196112718
Ventura,California,G06,residential,2022,G0601110,ng,10102801.951758798,99335531.1714286
Yolo,California,G06,residential,2022,G0601130,ng,2514435.53090325,30047469.81174722
Fresno,California,G06,residential,2022,G0600190,ng,11029048.942394929,128636066.45105854
Ventura,California,G06,industrial,2022,G0601110,ng,36986613.52283945,278581461.44133955
Yolo,California,G06,industrial,2022,G0601130,ng,2078906.0822562384,15658224.406963015
Fresno,California,G06,industrial,2022,G0600190,ng,32449692.179266963,244409579.83459702
Mono,California,G06,industrial,2022,G0600510,ng,973750.3252289812,7334242.387823893
